id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Jam per Minggu,Gaji
27336,2,1,138962,2,9,4,2,1,72.0,0
27337,3,8,268022,3,12,4,9,1,50.0,1
27338,1,8,167424,2,9,0,1,0,40.0,0
27339,2,5,269890,3,12,4,2,1,40.0,0
27340,2,8,132879,2,9,4,2,1,50.0,1
27341,3,8,152731,3,12,4,9,1,40.0,1
27342,1,8,168187,2,9,0,10,0,25.0,0
27343,4,1,284120,2,9,4,9,1,40.0,0
27344,3,8,374108,2,9,2,11,0,40.0,0
27345,3,8,279636,3,8,0,5,1,50.0,0
27346,1,8,277700,2,0,0,10,1,32.0,0
27347,2,8,251239,1,4,0,8,1,40.0,0
27348,2,8,72618,1,10,2,2,1,60.0,0
27349,4,2,106175,3,12,4,2,1,75.0,1
27350,1,8,213921,2,9,0,4,1,30.0,0
27351,2,8,48612,3,8,0,5,0,35.0,0
27352,2,8,209214,0,2,0,3,0,40.0,0
27353,2,8,230136,3,8,4,10,1,60.0,1
27354,1,8,203697,3,12,4,11,1,75.0,0
27355,2,8,226374,0,5,2,10,0,40.0,0
27356,2,8,69730,3,8,2,2,0,40.0,0
27357,2,8,79586,3,8,1,3,1,60.0,0
27358,2,8,549413,2,9,4,5,1,40.0,1
27359,3,8,81973,3,12,4,9,1,45.0,1
27360,2,8,317434,3,8,4,7,1,40.0,0
27361,1,8,239539,3,8,0,7,1,45.0,0
27362,3,8,218009,3,8,4,12,1,60.0,1
27363,3,8,215839,2,9,4,12,1,60.0,0
27364,2,8,138441,3,8,2,12,1,40.0,0
27365,2,8,437318,2,9,4,12,1,40.0,1
27366,2,8,287190,1,11,2,5,1,35.0,0
27367,1,8,111836,2,9,4,10,1,50.0,0
27368,2,8,203763,3,8,2,5,0,40.0,0
27369,3,2,208302,1,11,4,9,1,38.0,1
27370,2,8,315143,3,8,4,9,1,40.0,1
27371,2,2,32185,3,12,4,13,1,40.0,0
27372,1,8,211231,3,12,4,11,0,40.0,1
27373,2,8,160614,2,9,4,2,1,50.0,0
27374,3,8,181246,2,9,4,9,1,40.0,0
27375,2,8,100009,2,9,2,2,1,30.0,0
27376,1,8,86153,2,9,0,5,0,40.0,0
27377,3,8,178312,3,8,4,9,1,65.0,1
27378,3,8,181139,2,9,0,8,1,40.0,0
27379,2,8,219546,3,12,4,11,1,40.0,1
27380,1,8,224640,2,9,0,2,0,40.0,0
27381,2,1,175622,1,10,4,7,1,40.0,1
27382,4,1,179285,3,12,4,9,1,30.0,0
27383,2,8,193106,3,12,0,9,0,30.0,0
27384,2,8,107302,2,9,4,9,1,50.0,1
27385,2,8,115289,2,9,2,9,1,70.0,0
27386,1,4,479179,0,6,0,6,1,40.0,0
27387,1,8,116508,3,8,4,7,1,40.0,0
27388,4,8,58547,2,9,4,7,1,48.0,0
27389,3,5,291096,1,11,4,10,1,40.0,1
27390,3,8,126668,1,10,4,11,1,50.0,1
27391,1,8,157391,3,12,0,9,0,40.0,0
27392,2,8,70562,0,1,0,10,0,48.0,0
27393,3,3,171328,2,9,5,5,0,35.0,0
27394,1,8,164488,3,12,0,11,1,50.0,1
27395,2,8,167919,3,8,4,7,1,40.0,0
27396,4,8,169114,2,9,3,11,1,40.0,0
27397,3,8,134120,0,5,4,7,1,40.0,1
27398,3,0,202874,3,8,1,0,0,40.0,0
27399,1,8,32732,2,9,0,3,1,40.0,0
27400,3,1,159938,3,8,4,7,1,24.0,0
27401,3,8,116230,1,3,4,7,1,40.0,0
27402,2,8,140583,3,8,2,4,1,40.0,0
27403,1,2,130856,3,8,4,2,1,45.0,0
27404,2,8,260997,2,9,4,3,1,40.0,0
27405,3,8,31460,3,8,2,10,1,38.0,0
27406,1,8,121321,3,8,4,8,1,40.0,0
27407,1,8,239753,3,8,4,5,0,20.0,0
27408,2,2,79521,3,12,4,8,1,55.0,1
27409,1,8,161532,3,8,4,7,1,40.0,0
27410,1,8,203240,1,4,0,9,0,32.0,0
27411,3,8,297906,2,9,4,9,1,50.0,1
27412,2,8,219565,3,8,4,7,1,40.0,0
27413,1,3,375170,2,9,0,5,0,35.0,0
27414,2,3,212665,2,9,4,6,1,99.0,0
27415,2,8,108293,3,12,3,11,0,32.0,1
27416,3,1,112772,3,8,4,7,1,60.0,0
27417,2,8,301070,3,12,4,2,1,70.0,1
27418,1,8,340917,2,9,4,3,1,40.0,0
27419,1,8,164529,0,7,0,8,1,40.0,0
27420,2,8,262244,3,12,0,9,1,60.0,1
27421,3,8,175080,3,8,4,5,0,40.0,0
27422,1,3,295289,3,8,0,11,0,40.0,0
27423,3,3,133963,3,12,0,11,0,40.0,1
27424,1,8,243243,3,8,4,5,1,77.0,0
27425,1,8,278107,3,8,4,3,1,30.0,0
27426,2,8,104196,2,13,4,2,1,45.0,1
27427,1,8,228860,2,9,4,2,1,50.0,1
27428,2,8,133963,3,12,2,11,0,50.0,1
27429,2,4,363875,2,9,2,6,0,40.0,0
27430,1,8,253752,0,5,4,8,0,40.0,0
27431,2,8,289551,3,8,4,4,1,40.0,1
27432,1,8,189530,1,11,4,11,1,40.0,1
27433,2,8,300687,3,8,4,7,1,40.0,0
27434,2,8,203943,3,12,4,2,1,35.0,1
27435,1,8,521400,0,2,0,3,1,40.0,0
27436,4,8,171331,2,9,4,12,1,40.0,1
27437,4,8,182862,3,8,0,12,1,40.0,1
27438,3,8,88055,3,14,4,11,1,16.0,0
27439,1,8,169121,3,12,4,9,1,48.0,1
27440,1,8,100669,1,10,0,7,1,20.0,0
27441,2,4,61431,0,7,0,5,0,40.0,0
27442,1,8,283092,3,8,0,9,1,40.0,0
27443,3,0,237868,3,8,4,0,1,35.0,1
27444,1,8,32732,2,9,0,9,1,40.0,0
27445,2,8,157249,3,12,4,11,1,50.0,1
27446,1,8,490332,2,9,4,12,1,45.0,1
27447,1,1,123440,2,9,0,7,1,48.0,0
27448,1,3,77698,2,9,0,5,0,40.0,0
27449,2,8,223433,3,8,4,9,1,40.0,1
27450,1,8,124111,3,8,0,3,0,50.0,0
27451,1,8,42706,2,9,0,11,1,45.0,0
27452,2,8,226106,2,9,0,5,0,40.0,0
27453,2,8,182757,3,8,4,7,1,40.0,1
27454,1,1,104164,1,10,0,8,1,35.0,0
27455,1,8,152452,3,12,4,13,1,50.0,0
27456,1,8,189013,2,9,0,9,0,35.0,0
27457,2,3,154430,2,13,4,11,0,40.0,1
27458,1,5,329426,3,12,0,2,1,40.0,0
27459,2,8,130200,3,8,2,3,1,40.0,0
27460,1,8,209770,3,12,0,11,0,8.0,0
27461,1,8,150817,3,8,0,9,0,20.0,0
27462,3,3,113000,2,9,4,8,1,40.0,0
27463,2,8,48779,2,9,4,12,1,40.0,1
27464,4,2,182451,3,12,1,2,1,40.0,0
27465,1,8,238831,2,9,0,5,1,40.0,0
27466,2,8,29702,3,12,4,2,1,45.0,1
27467,2,4,112497,3,12,2,11,1,44.0,0
27468,1,8,168601,0,6,0,10,1,30.0,0
27469,2,8,239397,1,3,4,7,1,36.0,0
27470,1,0,269373,0,7,0,0,0,20.0,0
27471,2,3,145178,3,8,4,10,0,38.0,1
27472,2,0,369386,2,9,4,0,0,40.0,1
27473,1,8,51498,0,7,0,10,1,40.0,0
27474,3,8,238611,1,3,3,10,0,38.0,0
27475,2,3,207685,2,13,4,11,1,61.0,1
27476,2,8,231491,3,8,0,4,1,40.0,0
27477,1,8,27337,3,8,0,4,1,48.0,0
27478,2,2,176289,2,15,0,11,0,40.0,0
27479,2,5,119199,2,9,2,5,0,40.0,0
27480,1,8,175856,2,9,4,9,1,40.0,0
27481,3,8,386397,3,12,4,2,1,45.0,1
27482,2,8,160449,3,8,4,3,1,44.0,1
27483,1,8,57324,0,5,0,10,1,30.0,0
27484,2,5,337505,2,9,4,5,1,40.0,1
27485,2,8,44216,2,13,0,5,0,20.0,0
27486,3,8,273534,3,8,4,4,1,30.0,0
27487,2,8,100154,0,5,1,4,1,40.0,0
27488,1,8,213152,3,12,4,5,1,40.0,1
27489,2,8,120074,3,8,2,4,1,40.0,0
27490,2,8,46395,3,12,4,2,1,40.0,0
27491,1,8,163578,2,9,0,9,1,30.0,0
27492,3,8,201822,1,3,4,4,1,40.0,0
27493,1,2,162442,2,13,0,9,0,40.0,1
27494,2,8,325786,3,8,4,3,1,40.0,0
27495,2,4,34180,2,9,4,2,1,40.0,0
27496,3,0,81169,3,8,1,0,0,38.0,0
27497,3,8,316000,3,8,4,2,1,40.0,1
27498,1,8,174789,3,8,4,9,1,40.0,0
27499,2,2,34091,3,12,4,2,1,38.0,1
27500,3,8,329266,3,8,4,7,1,44.0,1
27501,2,1,138872,3,8,4,2,1,50.0,0
27502,2,8,182541,2,9,2,3,1,48.0,0
27503,4,2,379819,2,9,4,9,1,40.0,0
27504,2,8,266084,2,9,4,7,1,45.0,1
27505,2,1,202027,2,13,4,2,1,55.0,1
27506,3,8,366957,3,12,4,2,1,50.0,1
27507,2,8,167375,3,12,0,5,1,52.0,0
27508,4,1,145329,3,8,0,3,1,20.0,0
27509,2,8,26502,3,8,2,2,1,40.0,0
27510,1,8,190423,2,9,0,10,0,20.0,0
27511,1,8,198861,3,12,0,2,1,40.0,0
27512,3,8,27539,2,9,4,12,1,60.0,0
27513,1,8,128016,3,8,5,10,0,20.0,0
27514,1,0,214695,3,12,4,0,1,30.0,0
27515,1,8,359049,3,8,0,13,1,60.0,0
27516,1,8,197200,2,9,0,3,1,40.0,0
27517,2,2,192251,2,9,4,9,0,15.0,1
27518,2,5,506830,2,9,2,13,0,40.0,0
27519,3,8,394690,3,8,2,2,0,40.0,0
27520,1,8,117963,3,12,4,5,1,40.0,1
27521,2,8,40077,3,8,4,7,1,50.0,1
27522,4,8,313986,0,6,0,4,1,40.0,0
27523,4,8,39212,3,8,3,10,0,20.0,0
27524,2,8,169948,2,9,0,9,1,80.0,1
27525,1,8,39615,2,9,0,11,1,45.0,0
27526,2,1,316820,2,9,4,8,1,84.0,0
27527,1,8,21856,2,9,0,7,1,40.0,0
27528,1,8,166242,0,5,0,10,0,15.0,0
27529,2,4,135060,2,13,4,2,1,50.0,1
27530,2,8,235986,3,8,0,2,0,50.0,0
27531,4,0,145748,3,8,4,0,1,8.0,0
27532,2,8,168330,3,8,4,7,1,40.0,0
27533,3,8,288992,0,5,2,11,1,68.0,1
27534,1,8,104993,1,4,0,4,1,40.0,0
27535,1,8,236262,0,6,0,4,1,12.0,0
27536,1,8,136363,0,5,0,10,1,20.0,0
27537,2,8,194668,2,9,4,12,1,45.0,1
27538,2,1,246439,3,8,4,8,1,45.0,0
27539,2,5,25005,2,13,4,4,1,12.0,0
27540,2,3,263984,3,8,4,10,1,40.0,0
27541,2,8,265535,2,9,4,7,1,50.0,1
27542,3,8,143741,2,9,4,10,0,40.0,1
27543,3,3,92141,1,11,3,5,0,40.0,0
27544,2,8,123490,1,10,4,13,1,40.0,1
27545,2,8,230478,1,11,2,2,1,60.0,1
27546,2,3,242923,3,8,4,13,0,40.0,1
27547,2,8,32981,3,8,2,3,1,40.0,0
27548,1,8,225779,3,8,0,3,0,40.0,0
27549,1,8,117244,3,8,0,3,0,45.0,0
27550,1,8,209955,2,9,0,9,1,40.0,0
27551,1,8,574005,3,12,4,7,1,44.0,1
27552,2,8,185673,3,8,2,12,1,40.0,0
27553,2,8,49794,3,8,4,7,1,45.0,0
27554,2,8,177420,3,8,4,4,1,40.0,1
27555,1,8,167476,2,9,2,3,1,50.0,0
27556,1,1,428299,3,8,0,9,1,40.0,0
27557,3,1,103257,3,14,4,11,1,40.0,0
27558,1,8,57711,2,13,4,11,0,35.0,1
27559,1,4,358461,2,9,0,10,1,40.0,0
27560,1,8,178390,2,9,0,10,1,30.0,0
27561,2,2,132879,2,13,4,13,1,40.0,1
27562,3,0,226078,0,6,2,0,0,32.0,0
27563,1,8,211208,0,6,1,9,1,40.0,0
27564,1,2,158033,3,8,0,3,1,65.0,0
27565,3,8,188515,2,9,2,5,0,40.0,0
27566,2,8,32528,3,8,4,4,1,45.0,0
27567,2,1,240810,0,7,0,7,1,40.0,0
27568,3,1,95763,2,9,4,8,1,60.0,0
27569,2,8,292370,3,12,4,11,1,50.0,1
27570,2,8,78247,2,9,4,2,1,40.0,0
27571,2,1,24763,2,15,4,11,1,40.0,1
27572,3,0,425497,1,11,4,0,1,20.0,0
27573,3,8,102346,3,8,2,5,0,36.0,0
27574,4,8,128793,0,2,4,10,1,36.0,0
27575,2,8,481060,3,8,2,9,0,40.0,0
27576,1,8,196816,1,10,4,7,1,50.0,0
27577,3,8,124648,3,8,3,9,0,38.0,0
27578,2,1,247540,3,8,0,8,1,30.0,0
27579,3,8,320510,3,12,4,2,1,40.0,1
27580,3,2,125892,3,14,4,11,1,40.0,1
27581,1,8,136277,3,12,0,5,0,40.0,0
27582,2,0,120074,3,8,4,0,1,30.0,0
27583,4,1,354405,3,8,3,10,0,20.0,0
27584,1,8,218956,0,7,0,3,1,40.0,0
27585,2,4,208785,2,9,1,11,1,40.0,1
27586,1,8,219266,3,8,4,11,0,36.0,0
27587,2,5,284403,3,8,2,5,1,40.0,0
27588,1,8,230248,1,3,1,3,1,40.0,0
27589,4,3,188903,3,8,4,4,1,45.0,1
27590,2,8,392812,2,9,4,9,1,45.0,1
27591,2,3,93585,2,13,0,11,0,40.0,0
27592,1,8,178778,3,12,0,13,1,40.0,0
27593,1,8,278130,1,11,0,5,1,40.0,0
27594,2,8,86143,2,9,0,2,1,40.0,0
27595,2,8,346964,3,8,2,13,0,40.0,0
27596,1,8,212793,1,11,0,11,1,50.0,1
27597,1,8,111332,0,6,0,9,0,20.0,0
27598,3,8,311350,3,12,4,2,1,40.0,1
27599,2,8,206051,3,8,4,7,1,40.0,0
27600,1,8,113309,2,9,0,12,1,40.0,0
27601,2,8,130364,3,8,0,7,1,40.0,0
27602,2,0,105044,3,8,4,0,1,40.0,1
27603,2,1,349341,3,12,2,2,1,60.0,0
27604,3,1,115422,3,8,4,2,1,35.0,0
27605,1,8,366929,2,9,0,5,0,35.0,0
27606,4,0,65072,0,5,0,0,1,12.0,0
27607,2,8,139703,3,8,5,9,0,28.0,0
27608,1,8,129024,2,9,0,5,0,35.0,0
27609,2,8,351810,3,12,0,11,0,45.0,0
27610,2,1,186934,2,9,4,9,1,55.0,0
27611,1,5,164552,3,12,0,11,1,40.0,0
27612,1,5,175262,2,9,0,3,1,40.0,0
27613,2,8,211759,3,12,4,2,1,40.0,0
27614,3,8,178596,3,8,2,7,1,50.0,0
27615,1,8,304949,2,9,0,11,0,10.0,0
27616,4,1,122348,3,14,4,11,1,45.0,1
27617,2,5,87207,3,8,4,5,0,37.0,0
27618,1,8,157332,3,8,0,5,0,35.0,0
27619,3,5,179869,3,8,4,7,1,40.0,1
27620,1,8,145844,1,11,0,2,0,50.0,0
27621,1,8,175778,1,11,0,5,0,40.0,0
27622,1,8,187653,3,8,0,4,1,48.0,0
27623,2,8,24361,3,12,0,11,0,40.0,0
27624,1,8,244406,3,8,0,5,0,40.0,0
27625,1,8,386705,2,9,0,5,1,24.0,0
27626,2,8,209547,3,8,0,3,1,40.0,0
27627,3,8,132519,3,8,4,4,0,40.0,0
27628,2,8,85043,3,8,0,8,1,20.0,0
27629,1,8,153643,3,8,0,3,1,40.0,0
27630,1,8,100252,3,12,2,10,1,70.0,1
27631,2,4,34218,3,8,4,7,1,40.0,0
27632,1,8,136824,2,9,0,10,1,20.0,0
27633,2,8,205644,3,8,1,13,0,26.0,0
27634,4,8,192290,0,5,4,5,1,20.0,0
27635,3,3,48413,3,8,4,10,1,40.0,0
27636,3,8,191968,3,8,0,5,0,40.0,0
27637,3,8,121821,0,1,4,10,1,40.0,0
27638,1,8,250038,3,8,4,5,1,40.0,1
27639,3,8,87928,1,10,4,7,1,40.0,0
27640,2,1,223881,3,14,4,11,1,70.0,1
27641,2,2,219962,3,12,4,3,1,40.0,1
27642,3,8,151364,2,9,0,5,0,40.0,0
27643,4,8,95644,3,12,2,2,0,40.0,0
27644,2,8,223763,2,13,4,5,1,40.0,1
27645,1,8,158996,2,9,4,4,1,38.0,0
27646,3,2,106169,2,9,2,9,0,40.0,0
27647,3,0,43103,2,9,4,0,1,40.0,0
27648,1,8,229636,0,1,4,3,1,40.0,0
27649,1,8,285432,3,8,0,2,1,40.0,0
27650,1,1,140985,3,8,0,7,1,40.0,0
27651,2,8,207578,1,11,4,2,1,50.0,1
27652,1,8,180339,3,8,1,10,0,40.0,0
27653,2,1,282722,3,14,4,11,1,50.0,1
27654,2,8,193494,3,8,4,3,1,40.0,1
27655,3,8,244554,0,5,3,3,0,40.0,0
27656,2,8,38721,3,8,2,1,0,22.0,0
27657,1,8,293398,3,8,1,9,0,40.0,0
27658,3,8,175942,2,9,4,2,1,50.0,1
27659,2,8,348796,3,12,2,10,1,40.0,0
27660,1,8,275466,0,5,0,4,1,40.0,0
27661,1,8,269687,2,9,0,9,1,35.0,0
27662,3,3,48788,3,12,1,11,0,55.0,0
27663,2,8,127651,0,5,0,8,1,44.0,0
27664,2,8,69495,3,8,4,12,1,40.0,0
27665,2,8,271767,3,12,1,11,1,40.0,0
27666,1,0,156890,0,5,2,0,1,40.0,0
27667,2,8,165858,1,11,0,9,1,80.0,1
27668,1,8,391874,3,8,4,7,1,40.0,0
27669,3,8,147989,3,8,4,12,1,40.0,1
27670,1,8,163862,3,8,0,12,1,40.0,0
27671,3,2,77392,3,8,4,8,1,60.0,0
27672,1,3,326104,3,8,4,6,1,40.0,1
27673,1,8,120601,1,10,4,7,1,40.0,0
27674,2,8,73434,3,8,4,5,0,40.0,1
27675,1,1,282972,3,12,0,11,0,4.0,0
27676,2,8,105838,3,12,4,2,1,45.0,1
27677,3,8,179869,3,8,4,7,1,40.0,1
27678,2,1,34007,3,8,4,8,1,70.0,1
27679,2,8,220362,1,10,4,12,1,84.0,1
27680,2,8,205424,2,9,4,9,1,65.0,1
27681,3,8,136107,1,4,4,7,1,40.0,1
27682,4,8,107627,2,9,4,11,1,15.0,0
27683,2,8,162108,3,12,0,5,0,40.0,0
27684,2,8,37618,2,9,4,7,1,40.0,0
27685,1,0,151866,2,9,0,0,0,30.0,0
27686,2,0,53540,0,6,2,0,0,16.0,0
27687,1,8,107812,3,8,2,7,1,40.0,0
27688,1,3,223326,2,9,0,6,1,35.0,0
27689,1,8,35424,2,9,0,9,0,25.0,0
27690,1,8,153019,3,8,0,2,1,40.0,0
27691,3,8,101338,3,8,4,7,1,40.0,1
27692,3,8,177705,3,12,4,7,1,44.0,1
27693,2,8,181589,3,12,0,5,0,32.0,0
27694,2,8,185099,3,12,4,11,1,48.0,1
27695,1,8,38232,3,12,0,11,1,50.0,0
27696,2,8,84790,3,12,4,11,1,55.0,1
27697,2,8,72393,3,12,5,11,0,38.0,0
27698,1,8,159187,3,12,4,11,1,55.0,1
27699,2,8,188330,3,8,4,12,1,25.0,0
27700,4,0,173309,1,3,3,0,0,12.0,0
27701,2,8,280570,2,9,4,7,1,45.0,0
27702,3,8,772919,3,12,4,10,1,25.0,0
27703,2,8,67317,1,11,0,4,1,50.0,0
27704,3,4,110257,3,8,4,5,1,40.0,0
27705,2,8,202642,3,12,1,11,0,40.0,0
27706,3,8,194501,0,6,3,10,0,47.0,0
27707,2,1,26669,1,11,4,10,0,99.0,0
27708,1,8,181773,3,8,0,12,1,40.0,0
27709,1,8,259138,0,6,4,10,0,36.0,0
27710,2,2,278322,3,12,4,9,1,45.0,0
27711,2,8,192107,3,12,4,7,1,40.0,0
27712,3,8,414994,3,8,4,7,1,40.0,0
27713,3,2,257764,3,8,2,2,0,40.0,0
27714,1,8,241185,3,8,0,5,0,40.0,0
27715,1,0,296613,2,9,0,0,0,32.0,0
27716,1,0,23233,0,5,0,0,1,40.0,0
27717,1,8,36069,1,11,4,9,1,40.0,0
27718,1,8,187160,3,14,2,11,1,55.0,0
27719,3,8,231181,2,9,0,3,1,21.0,0
27720,3,4,254890,3,8,4,12,1,40.0,0
27721,2,2,82488,3,12,4,9,0,40.0,1
27722,1,8,323069,3,8,1,5,0,20.0,0
27723,2,8,166497,3,14,4,11,1,60.0,1
27724,3,8,174754,3,8,0,10,0,38.0,0
27725,2,8,194404,2,13,4,11,1,40.0,1
27726,2,3,247547,3,8,1,5,0,40.0,0
27727,1,8,303692,2,15,2,11,1,40.0,1
27728,2,8,65390,0,7,2,7,1,40.0,0
27729,1,8,135568,3,8,4,4,1,40.0,0
27730,3,1,257940,1,3,4,3,1,40.0,0
27731,1,8,223231,3,8,4,3,1,40.0,0
27732,1,8,155193,3,8,1,11,1,55.0,0
27733,1,8,152165,3,12,0,9,0,40.0,0
27734,2,8,173888,1,3,4,12,1,80.0,1
27735,2,8,148138,2,15,4,2,1,40.0,1
27736,1,8,178390,3,8,0,4,1,40.0,0
27737,3,8,116707,2,9,4,9,1,40.0,1
27738,2,3,187127,2,9,4,2,1,40.0,0
27739,2,8,237671,2,9,4,13,0,40.0,1
27740,2,8,182203,2,9,2,3,0,40.0,0
27741,1,8,35448,2,9,0,5,0,12.0,0
27742,3,2,124137,2,9,4,9,1,40.0,1
27743,2,8,234690,3,8,4,9,1,40.0,0
27744,2,8,240124,3,8,4,2,1,40.0,1
27745,3,8,360770,0,1,4,3,1,40.0,0
27746,1,8,193027,3,8,5,9,0,30.0,0
27747,3,8,114263,3,12,2,2,0,40.0,1
27748,2,8,107793,3,8,4,7,1,40.0,1
27749,3,8,85815,3,8,4,7,1,40.0,0
27750,2,3,105862,3,12,2,11,0,40.0,0
27751,2,8,236990,2,9,4,3,1,40.0,0
27752,2,1,343476,3,12,4,11,1,50.0,1
27753,1,8,27049,2,9,0,2,0,20.0,0
27754,1,8,325509,3,8,4,7,1,35.0,0
27755,2,8,173730,3,12,4,2,1,50.0,1
27756,2,8,278553,3,12,4,11,1,38.0,0
27757,1,8,78261,3,8,1,6,1,55.0,0
27758,2,8,200471,1,10,4,5,1,40.0,0
27759,4,1,36876,3,8,4,8,1,55.0,0
27760,2,8,102085,3,8,2,10,0,15.0,0
27761,1,8,106935,2,9,1,9,1,40.0,0
27762,1,8,225064,3,8,2,7,1,40.0,0
27763,2,8,115562,3,12,4,2,1,50.0,1
27764,1,8,119673,2,9,0,10,0,30.0,0
27765,2,8,224541,2,9,4,12,1,40.0,0
27766,1,8,332155,3,8,0,4,1,20.0,0
27767,4,0,222362,3,8,4,0,1,2.0,1
27768,3,8,191417,1,4,3,2,1,65.0,0
27769,2,8,433170,2,9,4,7,1,60.0,1
27770,3,1,42166,3,12,4,10,1,40.0,0
27771,1,8,233275,3,12,0,11,1,45.0,0
27772,1,8,211531,0,7,0,10,1,40.0,0
27773,1,8,243900,3,8,0,5,0,15.0,0
27774,2,8,29430,3,8,2,9,1,45.0,0
27775,1,8,329791,0,7,0,4,1,25.0,0
27776,2,1,111483,0,5,0,7,1,50.0,0
27777,1,8,209317,3,8,1,2,1,40.0,0
27778,2,8,127651,3,12,4,2,1,55.0,1
27779,2,3,284871,3,14,4,11,1,35.0,1
27780,2,4,24264,2,9,2,12,1,38.0,0
27781,4,1,166027,3,8,3,9,0,50.0,0
27782,3,0,168340,3,8,4,0,1,40.0,1
27783,1,8,333611,0,2,0,10,1,54.0,0
27784,2,0,149385,3,8,0,0,0,30.0,0
27785,2,4,156015,3,12,4,2,1,40.0,1
27786,3,8,163826,3,8,0,11,1,40.0,0
27787,3,8,152727,2,9,4,2,1,40.0,1
27788,1,8,170183,3,8,0,5,0,10.0,0
27789,3,8,193720,3,12,4,9,1,40.0,1
27790,2,8,224910,3,8,0,3,0,40.0,0
27791,1,8,188064,3,8,4,7,1,35.0,0
27792,3,8,50223,3,8,4,7,1,40.0,0
27793,2,8,22201,3,12,4,2,1,40.0,1
27794,3,4,153788,2,9,4,5,0,37.0,0
27795,2,8,169995,3,8,4,9,1,48.0,0
27796,1,8,228709,2,9,4,4,1,40.0,0
27797,2,8,87250,3,12,1,13,0,40.0,0
27798,2,8,580591,0,1,5,8,1,28.0,0
27799,1,8,134331,0,5,4,7,1,40.0,0
27800,2,3,204277,3,12,4,11,1,40.0,0
27801,1,0,184416,0,5,0,0,1,30.0,0
27802,1,8,188949,0,6,0,12,1,40.0,0
27803,3,8,72351,3,12,2,9,1,45.0,0
27804,3,3,26832,3,8,4,7,1,40.0,1
27805,1,8,230248,3,8,0,5,0,25.0,0
27806,1,8,391591,0,7,0,7,1,40.0,0
27807,2,8,226267,1,3,0,9,1,43.0,0
27808,2,8,173704,2,13,4,11,1,40.0,0
27809,1,8,203076,0,5,4,4,1,40.0,0
27810,2,4,206927,3,8,4,11,1,40.0,0
27811,2,8,405284,3,12,0,10,0,35.0,0
27812,2,8,216042,2,9,2,13,0,72.0,0
27813,1,8,141264,2,9,0,2,0,40.0,0
27814,1,8,330836,0,6,0,7,1,40.0,0
27815,1,8,164922,3,8,4,10,1,40.0,0
27816,1,8,91666,3,8,0,2,1,60.0,0
27817,2,8,32146,2,9,0,7,1,40.0,0
27818,2,8,222142,2,9,4,7,1,40.0,0
27819,2,8,267866,3,8,4,9,1,50.0,1
27820,1,8,35917,3,8,4,9,1,40.0,0
27821,1,8,180497,3,12,0,13,0,32.0,0
27822,1,8,102766,2,9,2,7,1,40.0,0
27823,2,1,200153,3,8,4,7,1,60.0,0
27824,2,4,52498,1,11,2,5,0,40.0,0
27825,2,8,255824,2,9,2,12,1,45.0,0
27826,3,8,67320,3,8,3,10,0,40.0,0
27827,3,3,238431,3,8,2,5,0,38.0,0
27828,2,5,160910,3,8,4,7,1,40.0,0
27829,2,8,186191,3,8,2,9,1,60.0,0
27830,2,4,179869,3,8,4,4,1,40.0,0
27831,2,1,99761,3,12,0,10,0,15.0,0
27832,1,8,254351,3,8,0,10,1,45.0,0
27833,2,8,137136,3,8,0,2,1,55.0,0
27834,3,0,146325,3,8,4,0,1,28.0,0
27835,2,3,134671,2,9,4,2,1,40.0,0
27836,1,8,46247,2,9,0,10,0,15.0,0
27837,1,0,41643,0,6,0,0,0,15.0,0
27838,2,8,65382,3,8,4,7,1,50.0,0
27839,2,1,263871,2,9,4,7,1,55.0,0
27840,4,1,380498,3,12,3,11,0,30.0,0
27841,1,8,574271,2,9,0,9,1,35.0,0
27842,3,2,284526,0,2,4,9,1,40.0,0
27843,1,8,268707,0,6,4,3,1,42.0,0
27844,3,3,164127,3,8,0,10,0,40.0,0
27845,2,8,186191,3,8,4,3,1,46.0,0
27846,2,8,162572,3,8,4,12,1,55.0,1
27847,4,1,124256,2,9,4,2,1,35.0,0
27848,2,5,282830,1,11,4,5,1,40.0,1
27849,1,8,186682,3,8,0,10,1,40.0,0
27850,1,0,111252,2,9,0,0,0,30.0,0
27851,4,8,242580,2,9,2,11,1,50.0,1
27852,1,8,228452,0,5,0,7,1,30.0,0
27853,1,8,182509,2,9,0,4,1,35.0,0
27854,1,1,227310,2,9,0,10,0,25.0,0
27855,4,0,163443,1,3,3,0,1,3.0,0
27856,2,3,86644,3,12,4,11,0,55.0,0
27857,1,8,81145,3,8,0,10,0,25.0,0
27858,1,8,119075,2,9,0,4,1,50.0,0
27859,2,8,205068,3,14,4,11,1,60.0,1
27860,1,3,272569,0,5,0,8,1,40.0,0
27861,2,8,247558,3,14,4,11,1,60.0,1
27862,3,8,163948,2,13,4,9,1,40.0,1
27863,2,8,146516,2,9,4,4,0,48.0,0
27864,3,5,277772,2,9,2,5,0,40.0,0
27865,2,8,193995,3,8,4,10,1,30.0,0
27866,2,8,197919,1,11,2,9,0,40.0,0
27867,2,8,105813,1,10,4,5,1,40.0,1
27868,1,8,169002,1,10,0,5,1,40.0,0
27869,2,8,235924,3,12,2,2,0,40.0,0
27870,3,1,231818,0,5,0,7,1,40.0,0
